T(K),P(bar),"H2O,wt%"
1001.81,1047.25,0.420491
1004.36,1047.25,0.406194
1006.9,1047.25,0.389934
1009.44,1047.25,0.373545
1011.98,1047.25,0.35715
1014.53,1047.25,0.34075
1017.07,1047.25,0.324344
1019.61,1047.25,0.30897
1022.15,1047.25,0.291636
1024.69,1047.25,0.274207
1027.24,1047.25,0.256772
1029.78,1047.25,0.239331
1032.32,1047.25,0.221884
1034.86,1047.25,0.205507
1037.41,1047.25,0.19059
1039.95,1047.25,0.174107
1042.49,1047.25,0.15376
1045.03,1047.25,0.137194
1047.58,1047.25,0.080345
1050.12,1047.25,0.0921185
1052.66,1047.25,0.0787443
1055.2,1047.25,0.0627035
1057.75,1047.25,0.0352132
1060.29,1047.25,0.0266554
1062.83,1047.25,0.0
1065.37,1047.25,0.0
1067.92,1047.25,0.0
1070.46,1047.25,0.0
1073.0,1047.25,0.0
1075.54,1047.25,0.0
1078.08,1047.25,0.0
1080.63,1047.25,0.0
1083.17,1047.25,0.0
1085.71,1047.25,0.0
1088.25,1047.25,0.0
1090.8,1047.25,0.0
1093.34,1047.25,0.0
1095.88,1047.25,0.0
1098.42,1047.25,0.0
1100.97,1047.25,0.0
1103.51,1047.25,0.0
1106.05,1047.25,0.0
1108.59,1047.25,0.0
1111.14,1047.25,0.0
1113.68,1047.25,0.0
1116.22,1047.25,0.0
1118.76,1047.25,0.0
1121.31,1047.25,0.0
1123.85,1047.25,0.0
1126.39,1047.25,0.0
1128.93,1047.25,0.0
1131.47,1047.25,0.0
1134.02,1047.25,0.0
1136.56,1047.25,0.0
1139.1,1047.25,0.0
1141.64,1047.25,0.0
1144.19,1047.25,0.0
1146.73,1047.25,0.0
1149.27,1047.25,0.0
1151.81,1047.25,0.0
1154.36,1047.25,0.0
1156.9,1047.25,0.0
1159.44,1047.25,0.0
1161.98,1047.25,0.0
1164.53,1047.25,0.0
1167.07,1047.25,0.0
1169.61,1047.25,0.0
1172.15,1047.25,0.0
1174.69,1047.25,0.0
1177.24,1047.25,0.0
1179.78,1047.25,0.0
1182.32,1047.25,0.0
1184.86,1047.25,0.0
1187.41,1047.25,0.0
1189.95,1047.25,0.0
1192.49,1047.25,0.0
1195.03,1047.25,0.0
1197.58,1047.25,0.0
1200.12,1047.25,0.0
1202.66,1047.25,0.0
1205.2,1047.25,0.0
1207.75,1047.25,0.0
1210.29,1047.25,0.0
1212.83,1047.25,0.0
1215.37,1047.25,0.0
1217.92,1047.25,0.0
1220.46,1047.25,0.0
1223.0,1047.25,0.0
1225.54,1047.25,0.0
1228.08,1047.25,0.0
1230.63,1047.25,0.0
1233.17,1047.25,0.0
1235.71,1047.25,0.0
1238.25,1047.25,0.0
1240.8,1047.25,0.0
1243.34,1047.25,0.0
1245.88,1047.25,0.0
1248.42,1047.25,0.0
1250.97,1047.25,0.0
1253.51,1047.25,0.0
1256.05,1047.25,0.0
1258.59,1047.25,0.0
1261.14,1047.25,0.0
1263.68,1047.25,0.0
1266.22,1047.25,0.0
1268.76,1047.25,0.0
1271.31,1047.25,0.0
1273.85,1047.25,0.0
1276.39,1047.25,0.0
1278.93,1047.25,0.0
1281.47,1047.25,0.0
1284.02,1047.25,0.0
1286.56,1047.25,0.0
1289.1,1047.25,0.0
1291.64,1047.25,0.0
1294.19,1047.25,0.0
1296.73,1047.25,0.0
1299.27,1047.25,0.0
1301.81,1047.25,0.0
1304.36,1047.25,0.0
1306.9,1047.25,0.0
1309.44,1047.25,0.0
1311.98,1047.25,0.0
1314.53,1047.25,0.0
1317.07,1047.25,0.0
1319.61,1047.25,0.0
1322.15,1047.25,0.0
1324.69,1047.25,0.0
1327.24,1047.25,0.0
1329.78,1047.25,0.0
1332.32,1047.25,0.0
1334.86,1047.25,0.0
1337.41,1047.25,0.0
1339.95,1047.25,0.0
1342.49,1047.25,0.0
1345.03,1047.25,0.0
1347.58,1047.25,0.0
1350.12,1047.25,0.0
1352.66,1047.25,0.0
1355.2,1047.25,0.0
1357.75,1047.25,0.0
1360.29,1047.25,0.0
1362.83,1047.25,0.0
1365.37,1047.25,0.0
1367.92,1047.25,0.0
1370.46,1047.25,0.0
1373.0,1047.25,0.0
1375.54,1047.25,0.0
1378.08,1047.25,0.0
1380.63,1047.25,0.0
1383.17,1047.25,0.0
1385.71,1047.25,0.0
1388.25,1047.25,0.0
1390.8,1047.25,0.0
1393.34,1047.25,0.0
1395.88,1047.25,0.0
1398.42,1047.25,0.0
1400.97,1047.25,0.0
1403.51,1047.25,0.0
1406.05,1047.25,0.0
1408.59,1047.25,0.0
1411.14,1047.25,0.0
1413.68,1047.25,0.0
1416.22,1047.25,0.0
1418.76,1047.25,0.0
1421.31,1047.25,0.0
1423.85,1047.25,0.0
1426.39,1047.25,0.0
1428.93,1047.25,0.0
1431.47,1047.25,0.0
1434.02,1047.25,0.0
1436.56,1047.25,0.0
1439.1,1047.25,0.0
1441.64,1047.25,0.0
1444.19,1047.25,0.0
1446.73,1047.25,0.0
1449.27,1047.25,0.0
1451.81,1047.25,0.0
1454.36,1047.25,0.0
1456.9,1047.25,0.0
1459.44,1047.25,0.0
1461.98,1047.25,0.0
1464.53,1047.25,0.0
1467.07,1047.25,0.0
1469.61,1047.25,0.0
1472.15,1047.25,0.0
1474.69,1047.25,0.0
1477.24,1047.25,0.0
1479.78,1047.25,0.0
1482.32,1047.25,0.0
1484.86,1047.25,0.0
1487.41,1047.25,0.0
1489.95,1047.25,0.0
1492.49,1047.25,0.0
1495.03,1047.25,0.0
1497.58,1047.25,0.0
1500.12,1047.25,0.0
1502.66,1047.25,0.0
1505.2,1047.25,0.0
1507.75,1047.25,0.0
1510.29,1047.25,0.0
1512.83,1047.25,0.0
1515.37,1047.25,0.0
1517.92,1047.25,0.0
1520.46,1047.25,0.0
1523.0,1047.25,0.0
1525.54,1047.25,0.0
1528.08,1047.25,0.0
1530.63,1047.25,0.0
1533.17,1047.25,0.0
1535.71,1047.25,0.0
1538.25,1047.25,0.0
1540.8,1047.25,0.0
1543.34,1047.25,0.0
1545.88,1047.25,0.0
1548.42,1047.25,0.0
1550.97,1047.25,0.0
1553.51,1047.25,0.0
1556.05,1047.25,0.0
1558.59,1047.25,0.0
1561.14,1047.25,0.0
1563.68,1047.25,0.0
1566.22,1047.25,0.0
1568.76,1047.25,0.0
1571.31,1047.25,0.0
1573.85,1047.25,0.0
1576.39,1047.25,0.0
1578.93,1047.25,0.0
1581.47,1047.25,0.0
1584.02,1047.25,0.0
1586.56,1047.25,0.0
1589.1,1047.25,0.0
1591.64,1047.25,0.0
1594.19,1047.25,0.0
1596.73,1047.25,0.0
1599.27,1047.25,0.0
1601.81,1047.25,0.0
1604.36,1047.25,0.0
1606.9,1047.25,0.0
1609.44,1047.25,0.0
1611.98,1047.25,0.0
1614.53,1047.25,0.0
1617.07,1047.25,0.0
1619.61,1047.25,0.0
1622.15,1047.25,0.0
1624.69,1047.25,0.0
1627.24,1047.25,0.0
1629.78,1047.25,0.0
1632.32,1047.25,0.0
1634.86,1047.25,0.0
1637.41,1047.25,0.0
1639.95,1047.25,0.0
1642.49,1047.25,0.0
1645.03,1047.25,0.0
1647.58,1047.25,0.0
1650.12,1047.25,0.0
1652.66,1047.25,0.0
1655.2,1047.25,0.0
1657.75,1047.25,0.0
1660.29,1047.25,0.0
1662.83,1047.25,0.0
1665.37,1047.25,0.0
1667.92,1047.25,0.0
1670.46,1047.25,0.0
1673.0,1047.25,0.0
473.0,1094.5,5.45569
475.542,1094.5,5.46377
478.085,1094.5,5.47358
480.627,1094.5,5.48425
483.169,1094.5,5.48974
485.712,1094.5,5.49866
488.254,1094.5,5.51771
490.797,1094.5,5.52842
493.339,1094.5,5.53632
495.881,1094.5,5.54639
498.424,1094.5,5.55726
500.966,1094.5,5.56458
503.508,1094.5,5.60194
506.051,1094.5,5.59992
508.593,1094.5,5.62108
511.136,1094.5,5.63293
513.678,1094.5,5.64301
516.22,1094.5,5.65372
518.763,1094.5,5.6671
521.305,1094.5,5.67515
523.847,1094.5,5.68998
526.39,1094.5,5.70717
528.932,1094.5,5.7171
531.475,1094.5,5.72783
534.017,1094.5,5.7443
536.559,1094.5,5.77149
539.102,1094.5,5.79351
541.644,1094.5,5.80757
544.186,1094.5,5.82477
546.729,1094.5,5.84038
549.271,1094.5,5.86539
551.814,1094.5,5.88897
554.356,1094.5,5.50763
556.898,1094.5,5.48203
559.441,1094.5,3.5627
561.983,1094.5,3.57232
564.525,1094.5,3.58068
567.068,1094.5,3.57973
569.61,1094.5,3.57847
572.153,1094.5,3.57745
574.695,1094.5,3.56485
577.237,1094.5,3.5646
579.78,1094.5,3.56435
582.322,1094.5,3.564
